fold,feature,importance_mean,importance_std
1,B4__p07,-0.012859460294677078,0.00036473219864893713
1,B4__p08,0.0,0.0
1,B4__p09,0.0,0.0
1,B4__p10,0.0,0.0
1,B4__p11,0.0,0.0
1,B4__p12,-0.0009661674704775636,0.0
1,B4__p13,-0.016608873161509885,0.0024185131977062513
1,B4__p14,0.0,0.0
1,B4__p15,0.010788399033252793,0.019230769230769218
1,B4__p16,0.0,0.0
1,B4__p17,-0.0009661674704775636,0.0
1,B4__p18,-0.0015241156538438327,0.0005579481833662692
1,B4__p19,0.0,0.0
1,B4__p20,-0.00694136148531635,0.00016904481992882636
1,B5__p00,-0.0004830837352387818,0.0004830837352387818
1,B5__p01,-0.0009661674704775636,0.0
1,B5__p02,-0.0018675608540128508,0.0
1,B5__p03,-0.006557103621422478,0.006612388307264239
1,B5__p04,0.0,0.0
1,B5__p05,5.528468584176105e-05,0.0
1,B5__p06,-0.0003379898287401706,0.0003379898287401706
1,B5__p07,-0.0004830837352387818,0.0004830837352387818
1,B5__p08,0.0,0.0
1,B5__p09,0.0,0.0
1,B5__p10,-0.0012032897016268918,0.0023633842042084796
1,B5__p11,5.20326276216565e-05,0.0
1,B5__p12,-0.014285756697635377,5.5768075813589224e-05
1,B5__p13,0.0,0.0
1,B5__p14,-0.0015996980586665543,0.00048236577854354756
1,B5__p15,-0.006612096246663007,0.006612096246663007
1,B5__p16,0.0004876853707790896,0.0004876853707790896
1,B5__p17,-0.0009337804270064254,0.0009337804270064254
1,B5__p18,0.000541438658856086,0.00048615397301432495
1,B5__p19,0.0,0.0
1,B5__p20,0.0004876853707790896,0.0004876853707790896
1,B6__p00,0.0004876853707790896,0.0004876853707790896
1,B6__p01,-0.0004830837352387818,0.0004830837352387818
1,B6__p02,0.0004876853707790896,0.0004876853707790896
1,B6__p03,0.00536010376517132,0.002952270896662501
1,B6__p04,-0.0013791575265384992,0.0004884033274743516
1,B6__p05,2.7642342920880525e-05,2.7642342920880525e-05
1,B6__p06,0.0,0.0
1,B6__p07,0.0,0.0
1,B6__p08,-0.0009337804270064254,0.0009337804270064254
1,B6__p09,0.0004876853707790896,0.0004876853707790896
1,B6__p10,0.0,0.0
1,B6__p11,0.0004876853707790896,0.0004876853707790896
1,B6__p12,0.000854195893977866,0.00012117484758031316
1,B6__p13,0.0009753707415581792,0.0
1,B6__p14,-0.015257632913016128,0.0020334404196901135
