field_id,latitude,longitude,period_start,B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDMI,EVI,SAVI,VV,VH,VV_VH_ratio_raw,VV_VH_ratio_dB,optical_valid,sar_valid,optical_source_tile,sar_source_tile,season_day,growth_stage_pseudo
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-06-01,0.0837000012397766,0.1255999952554702,0.1495000123977661,0.3449999988079071,0.3235499858856201,0.2734000086784363,0.3961745202541351,-0.4663225710391998,0.0323890000581741,0.3067144751548767,0.2950956523418426,-10.90363883972168,-20.495939254760746,0.5319902300834656,9.592300415039066,1,1,8,8,0.0,Sowing/Planting
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-06-17,0.0322000011801719,0.0291000008583068,0.0237000007182359,0.045499999076128,0.033500000834465,0.0176999997347593,0.3150288760662079,-0.2198391109704971,0.1518987119197845,0.0575988106429576,0.0574490465223789,-10.11561679840088,-17.685230255126953,0.5719758868217468,7.569613456726072,1,1,8,8,16.0,Sowing/Planting
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-07-03,,,,,,,,,,,,-9.870993614196776,-17.577770233154297,0.5615612268447876,7.706776618957521,0,1,-1,8,32.0,
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-07-19,,,,,,,,,,,,-10.625222206115724,-15.740806579589844,0.6750113368034363,5.115584373474119,0,1,-1,8,48.0,
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-08-04,,,,,,,,,,,,-9.373717308044434,-15.10486125946045,0.6202042698860168,5.731143951416016,0,1,-1,8,64.0,
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-08-20,0.0513000003993511,0.0762000009417533,0.0626000016927719,0.3240000009536743,0.2029999941587448,0.1133000031113624,0.6761510372161865,-0.6191903948783875,0.2296015322208404,0.4970148503780365,0.4422512948513031,-8.980175018310547,-14.939995765686035,0.6010829210281372,5.959820747375488,1,1,8,8,80.0,Flowering
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-09-05,0.0520500019192695,0.0943000018596649,0.0883000046014785,0.3252000212669372,0.2612999975681305,0.1697500050067901,0.5708475112915039,-0.5487411022186279,0.1081035137176513,0.4028638005256653,0.38822141289711,-9.492374420166016,-15.33126449584961,0.6191514730453491,5.838890075683594,1,1,8,8,96.0,Grain Filling
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-09-21,0.050500001758337,0.0832000002264976,0.090499997138977,0.2809999883174896,0.2630000114440918,0.1796000003814697,0.5215438008308411,-0.5486359596252441,0.0450254194438457,0.3326477110385895,0.3369577825069427,-12.277448654174805,-18.19191169738769,0.6750216484069824,5.914463043212887,1,1,8,8,112.0,Grain Filling
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-10-07,0.0599999986588954,0.0929000005125999,0.1044999957084655,0.3008999824523926,0.3073999881744385,0.2374999970197677,0.470911294221878,-0.5279751420021057,-0.0297934524714946,0.3211946785449981,0.317862719297409,-11.557540893554688,-17.948143005371094,0.643940806388855,6.390602111816406,1,1,8,8,128.0,Grain Filling
GEE-PIXEL-1003,29.913318918319447,76.94059318121127,2025-10-23,,,,,,,,,,,,-8.8674955368042,-16.0208683013916,0.5534965991973877,7.153372764587402,0,1,-1,8,144.0,
GEE-PIXEL-1004,29.63983546151881,76.91885290957222,2025-06-01,0.1476500034332275,0.2031000107526779,0.23785001039505,0.3044999837875366,0.3877499997615814,0.35835000872612,0.1170993447303772,-0.2005219757556915,-0.1322686672210693,0.1013316661119461,0.0924218818545341,-10.699141502380373,-21.615095138549805,0.4949847161769867,10.915953636169432,1,1,7,7,0.0,Vegetative
